"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 12:23:54 UTC 2024","Tue Jan 23 12:23:55 UTC 2024","490","chromium","example.spec.ts","","","","get started link",""
"passed","Tue Jan 23 12:23:54 UTC 2024","Tue Jan 23 12:23:54 UTC 2024","694","chromium","example.spec.ts","","","","has title",""
