"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 22 10:30:19 UTC 2024","Mon Jan 22 10:30:21 UTC 2024","2007","chromium","example.spec.ts","","","","has title",""
"passed","Mon Jan 22 10:30:21 UTC 2024","Mon Jan 22 10:30:22 UTC 2024","452","chromium","example.spec.ts","","","","get started link",""
