"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 09:42:24 UTC 2024","Tue Jan 23 09:42:25 UTC 2024","685","chromium","example.spec.ts","","","","has title",""
"passed","Tue Jan 23 09:42:25 UTC 2024","Tue Jan 23 09:42:25 UTC 2024","478","chromium","example.spec.ts","","","","get started link",""
