"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 10:34:45 UTC 2024","Tue Jan 23 10:34:45 UTC 2024","651","chromium","example.spec.ts","","","","has title",""
"passed","Tue Jan 23 10:34:45 UTC 2024","Tue Jan 23 10:34:46 UTC 2024","557","chromium","example.spec.ts","","","","get started link",""
