"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 11:09:47 UTC 2024","Tue Jan 23 11:09:47 UTC 2024","454","chromium","example.spec.ts","","","","get started link",""
"passed","Tue Jan 23 11:09:46 UTC 2024","Tue Jan 23 11:09:47 UTC 2024","679","chromium","example.spec.ts","","","","has title",""
