"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 12:29:34 UTC 2024","Tue Jan 23 12:29:34 UTC 2024","457","chromium","example.spec.ts","","","","get started link",""
"passed","Tue Jan 23 12:29:27 UTC 2024","Tue Jan 23 12:29:34 UTC 2024","7195","chromium","example.spec.ts","","","","has title",""
