"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 09:42:08 UTC 2024","Tue Jan 23 09:42:08 UTC 2024","664","chromium","example.spec.ts","","","","has title",""
"passed","Tue Jan 23 09:42:08 UTC 2024","Tue Jan 23 09:42:09 UTC 2024","492","chromium","example.spec.ts","","","","get started link",""
