"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 23 09:42:34 UTC 2024","Tue Jan 23 09:42:36 UTC 2024","1536","chromium","example.spec.ts","","","","has title",""
"passed","Tue Jan 23 09:42:36 UTC 2024","Tue Jan 23 09:42:37 UTC 2024","525","chromium","example.spec.ts","","","","get started link",""
